is:open label:{{param}},S-waiting-on-author,S-waiting-on-review,S-waiting-on-team,S-blocked,S-waiting-on-bors
2025-01-30,23,96,0,2,0
2025-01-29,23,92,0,2,0
2025-01-28,23,99,0,2,0
2025-01-27,23,97,0,2,0
2025-01-26,23,96,0,2,0
2025-01-25,23,97,0,2,0
2025-01-24,24,97,0,2,0
2025-01-23,24,95,0,2,0
2025-01-22,25,98,0,2,0
2025-01-21,25,97,0,2,0
2025-01-20,25,91,0,2,0
2025-01-19,25,87,0,2,0
2025-01-18,26,84,0,2,0
2025-01-17,25,84,0,2,0
2025-01-16,25,82,0,2,0
2025-01-15,25,81,0,2,0
2025-01-14,25,83,0,2,0
2025-01-13,25,87,0,2,0
2025-01-12,25,90,0,2,0
2025-01-11,25,87,0,2,0
2025-01-10,25,93,0,2,0
2025-01-09,25,91,0,2,0
2025-01-08,25,92,0,2,0
2025-01-07,24,96,0,2,0
2025-01-06,24,94,0,2,0
2025-01-05,23,92,0,2,0
2025-01-04,23,90,0,2,0
2025-01-03,23,87,0,2,0
2025-01-02,24,83,0,2,0
2025-01-01,24,81,0,2,0
2024-12-31,24,78,0,2,0
2024-12-30,22,82,0,2,0
2024-12-29,22,77,0,2,0
2024-12-28,22,74,0,2,0
2024-12-27,22,77,0,2,0
2024-12-26,22,77,0,2,0
2024-12-25,22,75,0,2,0
2024-12-24,22,73,0,2,0
2024-12-23,22,74,0,2,0
2024-12-22,22,71,0,2,0
2024-12-21,22,70,0,2,0
2024-12-20,22,69,0,2,0
2024-12-19,23,68,0,2,0
2024-12-18,23,68,0,2,0
2024-12-17,23,66,0,2,0
2024-12-16,23,67,0,2,0
2024-12-15,23,67,0,2,0
2024-12-14,23,66,0,2,0
2024-12-13,22,67,0,2,0
2024-12-12,22,64,0,2,0
2024-12-11,22,63,0,2,0
2024-12-10,23,65,0,2,0
2024-12-09,23,62,0,2,0
2024-12-08,23,64,0,2,0
2024-12-07,23,63,0,2,0
2024-12-06,22,63,0,2,0
2024-12-05,22,64,0,2,0
2024-12-04,21,63,0,2,0
2024-12-03,21,65,0,2,0
2024-12-02,21,70,0,2,0
2024-12-01,21,69,0,2,0
2024-11-30,21,66,0,2,0
2024-11-29,22,63,0,2,0
2024-11-28,21,62,0,2,0
2024-11-27,21,64,0,2,0
2024-11-26,21,60,0,2,0
2024-11-25,21,61,0,2,0
2024-11-24,21,62,0,2,0
2024-11-23,21,59,0,2,0
2024-11-22,21,55,0,2,0
2024-11-21,21,56,0,2,0
2024-11-20,21,55,0,2,0
2024-11-19,21,55,0,2,0
2024-11-18,21,56,0,2,0
2024-11-17,21,57,0,2,0
2024-11-16,21,56,0,2,0
2024-11-15,21,56,0,2,0
2024-11-14,21,53,0,2,0
2024-11-13,21,52,0,2,0
2024-11-12,21,52,0,2,0
2024-11-11,21,52,0,2,0
2024-11-10,21,53,0,2,0
2024-11-09,21,53,0,2,0
2024-11-08,21,53,0,2,0
2024-11-07,21,55,0,2,0
2024-11-06,21,56,0,2,0
2024-11-05,21,53,0,2,0
2024-11-04,21,52,0,2,0
2024-11-03,21,54,0,2,0
2024-11-02,22,54,0,2,0
2024-11-01,22,58,0,2,0
2024-10-31,22,60,0,2,0
2024-10-30,22,53,0,2,0
2024-10-29,22,53,0,2,0
2024-10-28,22,55,0,2,0
2024-10-27,22,55,0,2,0
2024-10-26,21,57,0,2,0
2024-10-25,21,55,0,2,0
2024-10-24,20,60,0,2,0
2024-10-23,20,53,0,2,0
2024-10-22,20,47,0,2,0
2024-10-21,20,48,0,2,0
2024-10-20,20,45,0,2,0
2024-10-19,20,44,0,2,0
2024-10-18,20,45,0,2,0
2024-10-17,20,45,0,2,0
2024-10-14,24,44,0,2,0
2024-10-13,22,49,0,2,0
2024-10-12,22,47,0,2,0
2024-10-11,22,51,0,2,0
2024-10-10,22,48,0,2,0
2024-10-09,22,48,0,2,0
2024-10-08,22,49,0,2,0
2024-10-07,22,51,0,2,0
2024-10-06,22,51,0,2,0
2024-10-05,22,47,0,2,0
2024-10-04,23,47,0,2,0
2024-10-03,22,47,0,2,0
2024-10-02,22,47,0,2,0
2024-10-01,22,49,0,2,0
2024-09-30,22,49,0,2,0
2024-09-29,22,50,0,2,0
2024-09-28,22,47,0,2,0
2024-09-27,22,47,0,2,0
2024-09-26,22,44,0,2,0
2024-09-25,21,48,0,2,0
2024-09-24,21,46,0,2,0
2024-09-23,21,50,0,2,0
2024-09-22,21,51,0,2,0
2024-09-21,20,49,0,2,0
2024-09-20,20,50,0,2,0
2024-09-19,20,51,0,2,0
2024-09-18,20,49,0,2,0
2024-09-17,20,47,0,2,0
2024-09-16,20,46,0,2,0
2024-09-15,20,46,0,2,0
2024-09-14,20,46,0,2,0
2024-09-13,20,45,0,2,0
2024-09-12,20,43,0,2,0
2024-09-11,20,43,0,2,0
2024-09-10,20,42,0,2,0
2024-09-09,20,43,0,2,0
2024-09-08,20,45,0,2,0
2024-09-07,20,42,0,2,0
2024-09-06,20,43,0,2,0
2024-09-05,20,45,0,2,0
2024-09-04,21,46,0,2,0
2024-09-03,21,44,0,2,0
