is:open label:{{param}},S-waiting-on-author,S-waiting-on-review,S-waiting-on-team,S-blocked,S-waiting-on-bors
2025-06-13,61,85,0,5,0
2025-06-12,58,89,0,4,0
2025-06-11,59,89,0,4,0
2025-06-10,58,87,0,4,0
2025-06-09,60,82,0,4,0
2025-06-08,60,82,0,4,0
2025-06-07,60,80,0,4,0
2025-06-06,60,77,0,4,0
2025-06-05,59,82,0,4,0
2025-06-04,60,78,0,4,0
2025-06-03,59,80,0,4,0
2025-06-02,57,81,0,4,0
2025-06-01,57,80,0,4,0
2025-05-31,56,80,0,4,0
2025-05-30,56,84,0,4,0
2025-05-29,56,82,0,4,0
2025-05-28,56,82,0,4,0
2025-05-27,58,79,0,4,0
2025-05-26,59,80,0,4,0
2025-05-25,60,76,0,4,0
2025-05-24,61,71,0,4,0
2025-05-23,61,70,0,5,0
2025-05-22,62,69,0,5,0
2025-05-21,61,72,0,5,0
2025-05-20,61,74,0,5,0
2025-05-19,60,78,0,5,0
2025-05-18,60,76,0,5,0
2025-05-17,61,75,0,6,0
2025-05-16,60,83,0,7,0
2025-05-15,61,73,0,7,0
2025-05-14,60,73,0,7,0
2025-05-13,59,74,0,7,0
2025-05-12,60,76,0,7,0
2025-05-11,61,73,0,7,0
2025-05-10,62,73,0,7,0
2025-05-09,60,76,0,8,0
2025-05-08,60,71,0,7,0
2025-05-07,61,68,0,7,0
2025-05-06,60,72,0,7,0
2025-05-05,58,76,0,7,0
2025-05-04,57,76,0,7,0
2025-05-03,59,72,0,7,0
2025-05-02,60,72,0,7,0
2025-05-01,60,70,0,7,0
2025-04-30,61,66,0,7,0
2025-04-29,61,65,0,7,0
2025-04-28,61,63,0,7,0
2025-04-27,62,64,0,7,0
2025-04-26,63,65,0,7,0
2025-04-25,63,64,0,7,0
2025-04-24,65,62,0,4,0
2025-04-23,66,59,0,4,0
2025-04-22,66,59,0,4,0
2025-04-21,67,60,0,4,0
2025-04-20,66,59,0,4,0
2025-04-19,66,59,0,4,0
2025-04-18,68,60,0,3,0
2025-04-17,65,61,0,3,0
2025-04-16,65,55,0,3,0
2025-04-15,66,50,0,3,0
2025-04-14,66,49,0,3,0
2025-04-13,65,50,0,3,0
2025-04-12,65,51,0,3,0
2025-04-11,67,52,0,3,0
2025-04-10,67,50,0,3,0
2025-04-09,66,49,0,3,0
2025-04-08,69,49,0,3,0
2025-04-07,68,50,0,3,0
2025-04-06,66,53,0,3,0
2025-04-05,66,53,0,3,0
2025-04-04,67,51,0,3,0
2025-04-03,69,51,0,3,0
2025-04-02,70,46,0,4,0
2025-04-01,73,47,0,4,0
2025-03-31,29,96,0,4,0
2025-03-30,28,98,0,4,0
2025-03-29,29,95,0,4,0
2025-03-28,29,95,0,3,0
2025-03-27,27,99,0,3,0
2025-03-26,28,101,0,3,0
2025-03-25,27,105,0,3,0
2025-03-24,28,99,0,3,0
2025-03-23,28,100,0,3,0
2025-03-22,28,107,0,3,0
2025-03-21,28,109,0,3,0
2025-03-20,28,109,0,3,0
2025-03-19,27,111,0,3,0
2025-03-18,27,109,0,3,0
2025-03-17,28,108,0,3,0
2025-03-16,29,107,0,3,0
2025-03-15,28,108,0,3,0
2025-03-14,28,104,0,3,0
2025-03-13,28,105,0,3,0
2025-03-12,28,101,0,3,0
2025-03-11,28,99,0,3,0
2025-03-10,28,98,0,3,0
2025-03-09,28,98,0,3,0
2025-03-08,28,100,0,3,0
2025-03-07,28,98,0,3,0
2025-03-06,28,94,0,3,0
2025-03-05,28,99,0,3,0
2025-03-04,27,104,0,2,0
2025-03-03,27,102,0,2,0
2025-03-02,27,102,0,2,0
2025-03-01,27,102,0,2,0
2025-02-28,27,104,0,2,0
2025-02-27,27,103,0,2,0
2025-02-26,27,101,0,2,0
2025-02-25,28,97,0,2,0
2025-02-24,28,99,0,2,0
2025-02-23,28,97,0,2,0
2025-02-22,27,97,0,2,0
2025-02-21,28,96,0,2,0
2025-02-20,27,94,0,2,0
2025-02-19,27,96,0,2,0
2025-02-18,28,95,0,2,0
2025-02-17,26,98,0,2,0
2025-02-16,25,88,0,2,0
2025-02-15,27,88,0,2,0
2025-02-14,26,91,0,2,0
2025-02-13,26,89,0,2,0
2025-02-12,26,91,0,2,0
2025-02-11,26,91,0,2,0
2025-02-10,26,87,0,2,0
2025-02-09,26,88,0,2,0
2025-02-08,25,92,0,2,0
2025-02-07,25,104,0,2,0
2025-02-06,26,103,0,2,0
2025-02-05,26,103,0,2,0
2025-02-04,26,102,0,2,0
2025-02-03,26,104,0,2,0
2025-02-02,26,102,0,2,0
2025-02-01,23,104,0,2,0
2025-01-31,23,102,0,2,0
