is:open label:{{param}},S-waiting-on-author,S-waiting-on-review,S-waiting-on-team,S-waiting-on-crater,S-waiting-on-bikeshed,S-blocked,S-waiting-on-bors,S-inactive
2021-07-17,126,235,17,2,3,33,8,2
2021-07-16,123,239,16,4,3,34,8,2
2021-07-15,122,234,15,4,3,34,7,2
2021-07-14,121,234,15,4,3,37,9,2
2021-07-13,119,241,15,3,2,36,17,2
2021-07-12,120,252,15,5,2,36,2,1
2021-07-11,122,254,13,3,2,34,6,1
2021-07-10,124,245,12,2,2,34,7,1
2021-07-09,121,247,13,3,2,32,6,1
2021-07-08,123,249,13,3,2,33,17,1
2021-07-07,125,241,17,2,2,33,13,1
2021-07-06,123,245,18,3,2,33,8,1
2021-07-05,131,250,17,2,2,33,13,1
2021-07-04,132,252,17,2,2,33,4,1
2021-07-03,131,249,18,1,2,33,6,1
2021-07-02,127,247,21,1,2,34,5,1
2021-07-01,129,245,21,1,2,36,17,1
2021-06-30,122,251,19,1,2,36,4,1
2021-06-29,118,250,19,1,3,36,14,1
2021-06-28,110,268,18,0,3,35,3,1
2021-06-27,111,260,19,0,3,36,1,1
2021-06-26,107,265,21,0,3,37,3,1
2021-06-25,105,268,21,0,3,37,8,1
2021-06-24,109,264,21,0,3,36,11,1
2021-06-23,110,269,21,0,2,36,9,1
2021-06-22,115,269,20,0,2,38,20,1
2021-06-21,111,290,19,1,2,36,12,1
2021-06-20,106,303,17,1,2,36,3,1
2021-06-19,107,294,17,1,2,36,14,0
2021-06-18,109,281,17,2,2,36,13,0
2021-06-17,106,286,17,2,2,36,17,0
2021-06-16,104,283,18,2,2,36,7,0
2021-06-15,106,277,18,3,2,36,12,0
2021-06-14,108,273,18,3,2,37,1,0
2021-06-13,109,258,18,3,2,37,2,0
2021-06-12,114,249,17,4,2,37,13,0
2021-06-11,116,241,17,4,2,36,8,0
2021-06-10,115,239,17,3,2,36,13,0
2021-06-09,115,241,17,4,2,36,15,0
2021-06-08,116,230,17,4,2,36,21,0
2021-06-07,114,233,17,4,2,37,18,0
2021-06-06,115,236,16,4,2,37,16,0
2021-06-05,112,248,15,5,2,35,8,0
2021-06-04,116,241,14,5,2,35,17,0
2021-06-03,117,230,14,5,2,35,23,0
2021-06-02,115,239,16,5,2,36,12,0
2021-06-01,111,227,16,5,2,37,8,0
2021-05-31,110,230,16,5,2,36,3,0
2021-05-30,111,225,16,5,2,37,14,0
2021-05-29,106,233,16,6,2,37,2,0
2021-05-28,106,223,17,6,2,38,4,0
2021-05-27,105,214,17,6,2,38,11,0
2021-05-26,100,219,14,6,2,38,22,0
2021-05-25,97,213,14,5,2,39,13,0
2021-05-24,103,206,15,5,2,40,2,0
2021-05-23,98,207,15,5,2,38,8,0
2021-05-22,97,211,14,5,2,38,4,0
2021-05-21,98,205,14,3,2,38,9,0
2021-05-20,105,190,14,3,2,38,17,0
2021-05-19,106,192,13,3,2,37,17,0
2021-05-18,110,201,13,3,2,36,14,0
2021-05-17,115,205,13,3,2,36,7,0
2021-05-16,110,202,13,2,2,36,5,0
2021-05-15,111,192,13,2,2,36,18,0
2021-05-14,104,195,13,2,2,36,11,0
2021-05-13,107,188,14,3,2,36,10,0
2021-05-12,108,201,16,3,1,35,5,0
2021-05-11,110,195,15,3,1,35,9,0
2021-05-10,107,206,15,3,1,35,4,0
2021-05-09,112,202,15,3,1,36,1,0
2021-05-08,110,194,15,2,1,36,10,0
2021-05-07,117,176,15,3,1,35,32,0
2021-05-06,111,189,16,3,1,34,22,0
2021-05-05,109,198,16,3,1,34,25,0
2021-05-04,104,200,16,2,1,33,17,0
2021-05-03,102,208,15,2,1,33,8,0
2021-05-02,102,201,15,3,1,34,8,0
2021-05-01,101,195,12,2,1,34,16,0
2021-04-30,105,183,14,2,1,35,20,0
2021-04-29,105,173,13,3,1,35,21,0
2021-04-28,100,189,14,3,1,34,7,0
2021-04-27,101,193,13,3,1,34,3,0
2021-04-26,104,189,13,4,1,34,12,0
2021-04-25,102,186,13,4,1,33,9,0
2021-04-24,98,185,11,4,1,34,20,0
2021-04-23,104,176,11,4,1,32,22,0
2021-04-22,105,170,11,5,1,31,32,0
2021-04-21,100,185,13,5,1,29,11,0
2021-04-20,102,188,13,5,1,29,3,0
2021-04-19,104,188,13,6,1,28,5,0
2021-04-18,94,188,13,6,1,29,4,0
2021-04-17,99,186,13,6,1,30,7,0
2021-04-16,103,187,13,6,1,29,3,0
2021-04-15,102,181,13,6,1,28,11,0
2021-04-14,98,191,13,5,0,29,0,0
2021-04-13,104,181,13,6,0,29,10,0
2021-04-12,105,185,13,6,0,30,12,0
2021-04-11,103,180,13,5,0,29,6,0
2021-04-10,104,170,12,5,0,29,3,0
2021-04-09,103,173,12,4,0,29,4,0
2021-04-08,103,175,14,4,0,30,7,0
2021-04-07,104,175,14,4,0,30,9,0
2021-04-06,104,171,14,5,0,31,18,0
2021-04-05,97,179,14,6,0,31,20,0
2021-04-04,100,191,15,6,0,30,17,1
2021-04-03,100,189,14,5,0,29,9,1
2021-04-02,106,195,14,4,0,28,13,1
2021-04-01,109,189,14,4,0,27,6,1
2021-03-31,108,183,14,4,0,27,8,1
2021-03-30,104,192,14,4,0,28,12,1
2021-03-29,106,189,13,4,0,30,2,1
2021-03-28,107,180,13,4,0,30,6,1
2021-03-27,103,182,13,4,0,33,15,1
2021-03-26,99,188,14,4,0,32,13,1
2021-03-25,95,185,14,3,0,32,17,1
2021-03-24,97,188,14,3,0,32,17,1
2021-03-23,95,187,14,4,0,31,13,1
2021-03-22,97,180,16,4,0,32,16,1
2021-03-21,92,186,17,3,0,31,8,1
2021-03-20,94,189,16,3,0,31,13,0
2021-03-19,95,196,16,2,0,32,18,0
2021-03-18,97,204,16,3,0,32,16,0
2021-03-17,98,205,16,3,0,31,19,0
2021-03-16,90,209,16,1,0,30,14,0
2021-03-15,93,207,16,1,0,30,13,0
2021-03-14,97,204,16,2,0,30,17,0
2021-03-13,101,203,17,2,0,27,12,0
2021-03-12,99,205,16,2,0,28,20,0
2021-03-11,101,204,16,2,0,29,7,0
2021-03-10,98,199,17,2,0,31,20,0
2021-03-09,97,204,18,2,0,31,27,0
2021-03-08,100,203,18,2,0,32,23,0
2021-03-07,93,204,18,3,0,30,26,0
2021-03-06,96,199,18,3,0,30,26,0
2021-03-05,99,201,18,3,0,29,26,0
2021-03-04,93,190,18,4,0,32,22,0
2021-03-03,91,201,18,4,0,33,19,0
2021-03-02,91,197,17,5,0,33,31,0
2021-03-01,96,239,16,4,0,34,3,0
2021-02-28,101,225,16,5,0,32,19,0
2021-02-27,99,225,16,4,0,32,24,0
2021-02-26,99,220,16,4,0,34,20,0
2021-02-25,99,218,16,3,0,34,36,0
2021-02-24,106,206,16,4,0,33,26,0
2021-02-23,112,206,15,4,0,37,38,0
2021-02-22,115,201,15,3,0,36,30,0
2021-02-21,115,199,15,2,0,35,37,0
2021-02-20,104,226,13,1,0,35,16,0
2021-02-19,107,225,13,1,0,35,14,0
2021-02-18,107,221,13,2,0,36,27,0
2021-02-17,113,210,17,2,1,36,25,0
2021-02-16,114,207,17,2,1,36,41,0
2021-02-15,119,199,17,0,1,35,38,0
2021-02-14,122,199,17,0,1,35,23,0
2021-02-13,122,211,17,0,1,34,23,0
2021-02-12,117,218,17,0,1,33,24,0
2021-02-11,122,205,17,1,1,33,19,0
2021-02-10,125,202,18,1,1,33,19,0
2021-02-09,128,198,18,1,1,32,17,0
2021-02-08,125,211,18,1,1,31,12,0
2021-02-07,123,216,19,0,1,31,10,0
2021-02-06,124,210,20,1,1,31,17,0
2021-02-05,126,204,20,1,1,32,37,0
2021-02-04,130,201,20,1,1,32,16,0
2021-02-03,132,203,20,1,1,32,21,0
2021-02-02,131,218,20,1,1,31,12,0
2021-02-01,129,222,20,2,1,32,24,0
2021-01-31,126,224,20,2,1,32,30,0
2021-01-30,126,221,20,2,1,32,32,0
2021-01-29,129,207,20,3,1,35,25,0
2021-01-28,125,204,21,2,1,35,26,0
2021-01-27,124,202,22,2,1,34,18,0
2021-01-26,121,204,22,3,1,34,25,0
2021-01-25,124,202,21,2,1,34,22,0
2021-01-24,110,213,20,2,1,34,11,0
2021-01-23,108,220,19,2,1,33,16,0
2021-01-22,109,224,19,3,0,34,11,0
2021-01-21,108,220,20,2,0,34,18,0
2021-01-20,109,212,20,2,0,34,14,0
2021-01-19,107,223,19,3,0,33,13,0
2021-01-18,105,218,19,2,0,33,18,0
2021-01-17,104,216,19,2,0,31,22,0
2021-01-16,101,233,19,3,0,30,17,0
2021-01-15,100,236,18,3,0,26,12,0
2021-01-14,98,245,18,3,0,26,23,0
2021-01-13,96,251,18,3,0,26,11,0
2021-01-12,101,252,18,2,0,26,21,0
2021-01-11,91,265,19,1,0,25,8,0
2021-01-10,90,252,19,1,0,27,17,0
2021-01-09,84,257,18,1,0,27,9,0
2021-01-08,85,255,18,1,0,27,10,0
2021-01-07,89,253,17,1,0,28,10,0
2021-01-06,88,253,17,1,0,27,3,0
2021-01-05,91,242,18,1,0,27,16,0
2021-01-04,90,246,18,2,0,28,5,0
2021-01-03,91,238,18,2,0,28,5,0
2021-01-02,93,234,18,2,0,27,9,0
2021-01-01,95,228,18,0,0,28,14,0
2020-12-31,88,229,19,0,0,28,9,0
2020-12-30,81,236,19,0,0,28,21,0
2020-12-29,79,237,18,0,0,29,19,0
2020-12-28,81,230,18,0,0,30,18,0
2020-12-27,81,229,18,0,0,29,13,0
2020-12-26,82,228,18,0,0,29,5,0
2020-12-25,83,226,18,1,0,28,20,0
2020-12-24,81,224,18,1,0,28,22,0
2020-12-23,79,227,17,1,0,29,30,0
2020-12-22,80,230,17,1,0,29,18,0
2020-12-21,78,232,18,0,0,28,20,0
2020-12-20,79,227,19,0,0,29,7,0
2020-12-19,80,223,19,0,0,28,9,0
2020-12-18,87,222,19,0,0,29,9,0
2020-12-17,90,216,20,1,0,29,16,0
2020-12-16,90,205,20,1,0,28,13,0
2020-12-15,90,216,20,1,0,28,7,0
2020-12-14,91,208,20,2,0,29,8,0
2020-12-13,89,201,20,2,0,29,20,0
2020-12-12,81,204,19,3,0,28,7,0
2020-12-11,80,208,18,3,0,28,16,0
2020-12-10,79,210,18,2,0,29,7,0
2020-12-09,80,212,18,2,0,29,13,0
2020-12-08,77,218,25,3,0,29,4,0
2020-12-07,75,214,25,3,0,28,2,0
2020-12-06,78,204,25,3,0,28,6,0
2020-12-05,78,191,25,3,0,28,3,0
2020-12-04,76,187,26,3,0,25,13,0
2020-12-03,82,183,26,3,0,24,9,0
2020-12-02,82,179,26,4,0,24,10,0
2020-12-01,84,171,28,4,0,25,16,0
2020-11-30,89,172,28,3,0,24,5,0
2020-11-29,89,180,28,3,0,23,12,0
2020-11-28,82,189,27,3,0,21,10,0
2020-11-27,86,188,27,2,0,20,4,0
2020-11-26,82,202,26,2,0,21,1,0
2020-11-25,84,185,27,3,0,22,6,0
2020-11-24,87,181,30,2,0,22,14,0
2020-11-23,89,170,31,3,0,23,22,0
2020-11-22,85,175,32,3,0,25,5,0
2020-11-21,89,169,32,2,0,23,12,0
2020-11-20,84,172,34,3,0,25,17,0
2020-11-19,81,173,36,3,0,26,21,0
2020-11-18,75,179,37,3,0,28,15,0
2020-11-17,83,182,38,2,0,26,28,0
2020-11-16,85,175,41,2,0,26,15,0
2020-11-15,88,175,39,1,0,24,32,0
2020-11-14,91,178,38,2,0,25,24,0
2020-11-13,95,183,35,2,0,23,25,0
2020-11-12,95,179,35,2,0,24,9,0
2020-11-11,87,180,36,2,0,25,30,0
2020-11-10,93,177,36,2,0,25,29,0
2020-11-09,99,180,35,2,0,25,25,0
2020-11-08,95,182,33,2,0,26,40,0
2020-11-07,98,177,31,3,0,24,32,0
2020-11-06,99,193,30,2,0,24,20,0
2020-11-05,89,202,30,3,0,23,21,0
2020-11-04,91,204,28,3,0,23,6,0
2020-11-03,88,206,27,3,0,22,19,0
2020-11-02,87,200,27,4,0,22,13,0
2020-11-01,90,201,26,4,0,21,14,0
2020-10-31,88,196,26,5,0,21,16,0
2020-10-30,90,194,24,5,0,20,14,0
2020-10-29,89,198,23,3,0,20,24,0
2020-10-28,94,190,23,4,0,22,22,0
2020-10-27,96,184,23,4,0,22,34,0
2020-10-26,96,195,23,4,0,23,21,0
2020-10-25,97,188,23,2,0,24,23,0
2020-10-24,93,189,22,1,0,24,44,0
2020-10-23,87,213,18,1,0,23,28,0
2020-10-22,90,209,18,1,0,21,30,0
2020-10-21,94,204,18,0,0,23,25,0
2020-10-20,95,203,18,0,0,23,19,0
2020-10-19,84,224,18,0,0,23,2,0
2020-10-18,85,213,18,0,0,23,2,0
2020-10-17,90,206,19,0,0,24,9,0
2020-10-16,87,220,17,0,0,22,28,0
2020-10-15,88,232,17,1,0,23,16,0
2020-10-14,91,229,17,1,0,23,10,0
2020-10-13,86,238,15,3,0,22,10,0
2020-10-12,83,235,15,3,0,22,13,0
2020-10-11,82,234,15,2,0,22,6,0
2020-10-10,79,232,15,3,0,21,9,0
2020-10-09,81,217,16,3,0,21,9,0
2020-10-08,78,215,12,4,0,17,7,0
2020-10-07,78,207,12,3,0,20,4,0
2020-10-06,83,193,12,3,0,18,27,0
2020-10-05,90,193,11,3,0,17,20,0
2020-10-04,91,200,11,2,0,19,21,0
2020-10-03,96,193,11,3,0,18,9,0
2020-10-02,96,194,11,3,0,17,22,0
2020-10-01,104,181,12,3,0,16,15,0
2020-09-30,94,186,13,4,0,17,23,0
2020-09-29,97,188,13,4,0,16,12,0
2020-09-28,97,190,13,4,0,16,5,0
2020-09-27,98,183,13,2,0,16,18,0
2020-09-26,94,184,14,2,0,15,24,0
