is:open label:{{param}},S-waiting-on-author,S-waiting-on-review,S-waiting-on-team,S-blocked,S-waiting-on-bors
2019-12-10,7,11,0,3,0
2019-12-09,5,11,0,3,0
2019-12-08,5,10,0,3,0
2019-12-07,5,9,0,3,0
2019-12-06,5,9,0,3,0
2019-12-05,5,10,0,3,0
2019-12-04,5,9,0,3,0
2019-12-03,5,10,0,3,0
2019-12-02,5,13,0,4,0
2019-12-01,5,10,0,4,0
2019-11-23,8,7,0,4,0
2019-11-22,8,8,0,4,0
2019-11-21,5,12,0,4,0
2019-11-20,6,11,0,4,0
2019-11-19,7,8,0,4,0
2019-11-18,8,8,0,3,0
2019-11-17,8,9,0,3,0
2019-11-16,8,7,0,3,0
2019-11-15,8,6,0,3,0
2019-11-14,7,7,0,2,0
2019-11-13,7,6,0,2,0
2019-11-12,7,5,0,2,0
2019-11-11,6,7,0,2,0
2019-11-10,6,7,0,2,0
2019-11-09,6,7,0,2,0
2019-11-08,5,11,0,2,0
2019-11-07,5,12,0,2,0
2019-11-06,5,12,0,2,0
2019-11-04,5,12,0,2,0
2019-11-03,5,12,0,2,0
2019-11-02,5,12,0,2,0
2019-11-01,6,15,0,3,0
2019-10-31,6,15,0,3,0
2019-10-30,6,15,0,3,0
2019-10-29,6,16,0,3,0
2019-10-28,6,16,0,3,0
2019-10-27,6,15,0,3,0
2019-10-26,6,15,0,3,0
2019-10-25,6,12,0,3,0
2019-10-24,6,12,0,3,0
2019-10-23,6,13,0,3,0
2019-10-22,6,13,0,3,0
2019-10-21,6,12,0,3,0
2019-10-20,7,11,0,3,0
2019-10-19,7,11,0,3,0
2019-10-18,7,10,0,3,0
2019-10-17,7,9,0,3,0
2019-10-16,7,9,0,3,0
2019-10-15,7,9,0,3,0
2019-10-14,7,8,0,3,0
2019-10-13,7,9,0,1,0
2019-10-12,7,9,0,1,0
2019-10-11,7,9,0,1,0
2019-10-10,7,9,0,1,0
2019-10-09,7,8,0,1,0
2019-10-08,7,8,0,1,0
2019-10-07,8,7,0,1,0
2019-10-06,8,7,0,1,0
2019-10-05,8,8,0,1,0
2019-10-04,8,8,0,1,0
2019-10-03,8,9,0,1,0
2019-10-02,8,11,0,1,0
2019-10-01,8,13,0,1,0
2019-09-30,8,14,0,1,0
2019-09-29,8,15,0,1,0
2019-09-28,8,14,0,1,0
2019-09-27,8,13,0,1,0
2019-09-26,8,13,0,1,0
2019-09-25,8,13,0,1,0
2019-09-24,8,11,0,1,0
2019-09-23,8,12,0,1,0
2019-09-22,7,14,0,1,0
2019-09-21,7,14,0,1,0
2019-09-20,7,13,0,1,0
2019-09-19,7,13,0,1,0
2019-09-18,7,9,0,1,0
2019-09-17,7,9,0,1,0
2019-09-16,7,9,0,1,0
2019-09-15,7,9,0,1,0
2019-09-14,7,8,0,1,0
2019-09-13,7,8,0,1,0
2019-09-12,7,7,0,1,0
2019-09-11,7,6,0,1,0
2019-09-10,8,6,0,1,0
2019-09-09,8,6,0,1,0
2019-09-08,8,6,0,1,0
2019-09-07,8,6,0,1,0
2019-09-06,8,6,0,1,0
2019-09-05,8,6,0,2,0
2019-09-04,8,11,0,2,0
2019-09-03,6,11,0,2,0
2019-09-02,6,11,0,2,0
2019-09-01,6,11,0,2,0
2019-08-31,6,11,0,2,0
2019-08-30,6,11,0,2,0
2019-08-29,6,13,0,1,0
2019-08-28,6,12,0,1,0
2019-08-27,6,12,0,1,0
2019-08-26,6,10,0,1,0
2019-08-25,6,10,0,1,0
2019-08-24,6,11,0,1,0
2019-08-23,6,11,0,1,0
2019-08-22,6,10,0,1,0
2019-08-21,6,10,0,1,0
2019-08-20,6,11,0,1,0
2019-08-19,6,11,0,1,0
2019-08-18,6,11,0,1,0
2019-08-17,6,9,0,1,0
2019-08-16,6,9,0,1,0
2019-08-15,6,9,0,1,0
2019-08-14,6,10,0,1,0
2019-08-13,5,10,0,1,0
2019-08-12,5,9,0,1,0
2019-08-11,5,9,0,1,0
2019-08-10,5,9,0,1,0
2019-08-09,5,9,0,1,0
2019-08-08,5,8,0,1,0
2019-08-07,5,11,0,1,0
2019-08-06,4,10,0,1,0
2019-08-05,4,10,0,1,0
2019-08-04,4,10,0,1,0
2019-08-03,4,11,0,1,0
2019-08-02,4,11,0,1,0
2019-08-01,4,11,0,1,0
2019-07-31,4,10,0,1,0
2019-07-30,4,10,0,1,0
2019-07-29,4,10,0,1,0
2019-07-28,4,10,0,1,0
2019-07-27,4,10,0,1,0
2019-07-26,4,10,0,1,0
2019-07-25,4,10,0,1,0
2019-07-24,4,9,0,1,0
2019-07-23,4,9,0,1,0
2019-07-22,4,9,0,1,0
2019-07-21,4,9,0,1,0
2019-07-20,4,8,0,1,0
2019-07-19,4,8,0,1,0
2019-07-18,4,8,0,1,0
2019-07-17,4,8,0,1,0
2019-07-16,4,9,0,1,0
2019-07-15,4,11,0,1,0
2019-07-14,4,11,0,1,0
2019-07-13,4,11,0,1,0
2019-07-12,4,11,0,1,0
2019-07-11,4,11,0,1,0
2019-07-10,4,11,0,1,0
2019-07-09,4,11,0,1,0
2019-07-08,4,11,0,1,0
2019-07-07,4,11,0,1,0
2019-07-06,4,11,0,1,0
2019-07-05,4,11,0,1,0
2019-07-04,4,11,0,1,0
2019-07-03,4,11,0,1,0
2019-07-02,4,11,0,1,0
2019-07-01,4,11,0,1,0
2019-06-30,4,11,0,1,0
2019-06-29,4,11,0,1,0
2019-06-28,4,11,0,1,0
2019-06-27,4,11,0,1,0
2019-06-26,4,13,0,1,0
2019-06-25,4,13,0,1,0
2019-06-24,4,13,0,1,0
2019-06-23,4,13,0,1,0
2019-06-22,4,13,0,1,0
2019-06-21,4,13,0,1,0
2019-06-20,4,10,0,2,0
2019-06-19,4,11,0,2,0
2019-06-18,4,11,0,2,0
2019-06-17,4,11,0,2,0
2019-06-16,4,11,0,2,0
2019-06-15,4,11,0,2,0
2019-06-14,4,11,0,2,0
2019-06-13,3,12,0,3,0
2019-06-12,3,12,0,3,0
2019-06-11,3,12,0,3,0
2019-06-10,3,13,0,3,0
2019-06-09,3,12,0,3,0
2019-06-08,3,12,0,3,0
2019-06-07,3,12,0,3,0
2019-06-06,3,7,0,3,0
2019-06-05,3,7,0,3,0
2019-06-04,3,7,0,3,0
2019-06-03,3,7,0,3,0
2019-06-02,3,7,0,3,0
2019-06-01,3,7,0,3,0
2019-05-31,3,7,0,3,0
2019-05-30,3,7,0,3,0
2019-05-29,3,10,0,3,0
2019-05-28,3,9,0,3,0
2019-05-27,3,9,0,3,0
2019-05-26,3,9,0,3,0
2019-05-25,3,9,0,3,0
2019-05-24,3,9,0,3,0
2019-05-23,3,9,0,3,0
2019-05-22,3,10,0,3,0
2019-05-21,3,9,0,3,0
2019-05-20,3,9,0,3,0
2019-05-19,3,9,0,3,0
2019-05-18,3,10,0,3,0
2019-05-17,3,10,0,3,0
2019-05-16,3,10,0,3,0
2019-05-15,3,10,0,3,0
2019-05-14,3,10,0,3,0
2019-05-13,3,10,0,3,0
2019-05-12,1,11,0,3,0
2019-05-11,1,11,0,3,0
2019-05-10,1,11,0,3,0
2019-05-09,1,11,0,3,0
2019-05-08,1,11,0,3,0
2019-05-07,1,11,0,3,0
2019-05-06,1,11,0,3,0
2019-05-05,1,11,0,3,0
2019-05-04,1,11,0,3,0
2019-05-03,1,11,0,3,0
2019-05-02,1,11,0,3,0
2019-05-01,0,15,0,1,0
2019-04-30,0,15,0,1,0
2019-04-29,0,15,0,1,0
2019-04-28,0,15,0,1,0
2019-04-27,0,15,0,1,0
2019-04-26,0,15,0,1,0
