is:open created:{{param|relative_date}},>1|today,3..1|last 3 days,7..4|last week,14..8|last 2 weeks,30..15|last month,<30|more than a month
2022-04-26,0,0,0,0,1,11
2022-04-25,0,2,0,0,1,11
2022-04-24,0,2,0,0,1,11
2022-04-23,2,0,0,0,1,11
2022-04-22,1,1,0,0,1,11
2022-04-21,0,2,0,0,2,10
2022-04-20,3,0,0,0,2,9
2022-04-19,0,0,0,1,2,9
2022-04-18,0,3,0,1,2,9
2022-04-17,0,3,0,1,2,9
2022-04-16,4,1,0,1,2,9
2022-04-15,1,0,0,1,2,9
2022-04-14,0,0,0,1,2,9
2022-04-13,1,0,0,0,2,9
2022-04-12,3,0,1,0,2,9
2022-04-11,5,7,1,0,2,9
2022-04-10,2,6,1,0,2,9
2022-04-09,5,1,0,0,2,9
2022-04-08,4,1,0,0,2,9
2022-04-07,0,1,0,0,2,9
2022-04-06,2,3,4,3,2,9
2022-04-05,3,1,4,2,1,9
2022-04-04,0,2,5,3,1,9
2022-04-03,1,4,3,6,1,9
2022-04-02,2,5,2,3,1,9
2022-04-01,2,4,3,3,2,8
2022-03-31,3,3,3,2,2,8
2022-03-30,1,3,4,1,2,8
2022-03-29,3,0,3,0,2,8
2022-03-28,0,3,4,0,2,8
2022-03-27,1,3,3,0,1,8
2022-03-26,3,1,1,1,1,8
2022-03-25,0,3,0,1,1,8
2022-03-24,1,3,0,1,1,8
2022-03-23,2,1,0,1,1,8
2022-03-22,1,0,0,1,1,8
2022-03-21,0,0,0,1,1,8
2022-03-20,0,3,0,0,1,8
2022-03-19,3,0,1,0,1,8
2022-03-18,4,0,1,0,1,9
2022-03-17,0,0,1,0,0,9
2022-03-16,1,0,0,1,0,9
2022-03-15,2,1,0,1,0,9
2022-03-14,0,1,0,1,0,9
2022-03-13,1,0,0,1,0,9
2022-03-12,0,0,0,1,1,8
2022-03-11,0,0,0,1,1,8
2022-03-10,1,1,0,0,1,8
2022-03-09,3,2,1,0,1,8
2022-03-08,2,0,1,0,1,8
2022-03-07,0,0,1,0,1,8
2022-03-06,1,0,0,0,1,8
2022-03-05,1,3,0,0,2,8
2022-03-04,0,3,0,0,2,8
2022-03-03,3,0,0,0,2,8
2022-03-02,2,0,0,0,1,8
2022-03-01,2,0,0,1,1,8
2022-02-28,0,0,0,1,1,8
2022-02-27,0,0,0,1,1,8
2022-02-26,2,2,0,1,1,8
2022-02-25,3,0,0,1,0,8
2022-02-24,0,0,0,2,0,8
2022-02-23,0,0,0,1,0,8
2022-02-22,0,0,1,1,0,8
2022-02-21,0,4,1,1,0,8
2022-02-20,2,2,1,1,0,8
2022-02-19,2,0,0,1,0,8
2022-02-18,1,1,0,0,0,8
2022-02-17,4,1,1,0,0,8
2022-02-16,1,0,1,0,0,8
2022-02-15,3,0,1,0,0,8
2022-02-14,1,0,0,0,0,8
2022-02-13,2,1,0,0,0,8
2022-02-12,1,1,0,0,0,8
2022-02-11,3,0,0,0,0,8
2022-02-10,0,0,0,0,0,8
2022-02-09,0,0,0,0,0,8
2022-02-08,1,0,0,0,0,8
2022-02-07,3,0,0,0,0,9
2022-02-06,0,0,0,0,0,9
2022-02-05,1,0,0,0,0,9
2022-02-04,0,0,0,0,0,9
2022-02-03,1,1,0,0,0,9
2022-02-02,1,0,0,0,0,9
2022-02-01,0,0,0,0,1,8
2022-01-31,2,0,0,0,1,8
2022-01-30,0,0,0,0,1,8
2022-01-29,2,0,0,0,1,8
2022-01-28,1,0,0,0,1,9
2022-01-27,0,0,0,0,1,9
2022-01-26,0,0,0,0,1,9
2022-01-25,3,0,0,0,2,9
2022-01-24,1,0,0,0,2,9
2022-01-23,0,0,0,0,2,9
2022-01-22,1,1,0,0,2,10
2022-01-21,1,0,0,0,2,10
2022-01-20,2,0,0,0,3,10
2022-01-19,2,0,0,0,3,10
2022-01-18,0,0,0,1,3,10
2022-01-17,0,0,0,1,1,10
2022-01-16,0,0,0,3,1,10
2022-01-15,0,0,0,3,1,10
2022-01-14,0,0,0,3,1,10
2022-01-13,1,0,0,2,1,10
2022-01-12,3,0,1,2,0,10
2022-01-11,2,0,1,3,0,10
2022-01-10,0,0,1,1,0,10
2022-01-09,1,1,2,1,0,10
2022-01-08,1,1,2,1,0,10
2022-01-07,0,1,2,1,0,10
2022-01-06,2,0,0,1,0,10
2022-01-05,0,2,0,0,0,10
2022-01-04,0,2,1,0,0,10
2022-01-03,4,1,1,0,0,11
2022-01-02,1,1,1,1,0,11
2022-01-01,2,0,0,1,0,11
2021-12-31,2,3,2,1,0,11
2021-12-30,2,2,1,0,0,12
2021-12-29,2,2,2,0,0,12
2021-12-28,1,2,1,0,0,12
2021-12-27,2,1,1,0,0,12
2021-12-26,0,5,0,0,0,12
2021-12-25,4,2,0,0,0,12
2021-12-24,3,1,0,0,0,13
2021-12-23,2,0,0,0,0,13
2021-12-22,1,0,0,0,0,13
2021-12-21,1,1,0,0,0,13
2021-12-20,2,1,0,0,0,13
2021-12-19,1,0,0,0,0,13
2021-12-18,1,0,0,0,0,13
2021-12-17,0,0,0,0,0,13
2021-12-16,0,0,1,0,1,14
2021-12-15,5,0,0,0,1,14
2021-12-14,1,2,2,1,1,14
2021-12-13,0,2,1,1,1,14
2021-12-12,2,1,0,1,1,14
2021-12-11,0,3,0,1,1,14
2021-12-10,1,5,0,1,2,15
2021-12-09,5,2,0,1,2,15
2021-12-08,5,0,0,0,2,15
2021-12-07,0,0,1,0,2,15
2021-12-06,0,0,1,0,2,15
2021-12-05,2,0,1,0,2,15
2021-12-04,0,0,0,0,2,15
2021-12-03,0,2,0,1,2,15
2021-12-02,1,1,0,1,2,15
2021-12-01,2,0,0,1,1,15
2021-11-30,0,0,0,2,1,15
2021-11-29,0,0,0,1,1,15
2021-11-28,0,0,1,1,2,14
2021-11-27,0,0,1,1,2,14
2021-11-26,0,0,1,1,2,14
2021-11-25,0,0,0,1,1,14
2021-11-24,0,1,0,1,2,13
2021-11-23,0,1,1,1,2,13
2021-11-22,1,0,1,1,2,13
2021-11-21,0,0,1,1,2,13
2021-11-20,2,0,0,1,2,13
2021-11-19,0,1,0,1,2,13
2021-11-18,0,1,0,0,2,13
2021-11-17,1,0,1,0,2,13
2021-11-16,1,0,2,0,3,12
2021-11-15,2,1,3,1,3,12
2021-11-14,2,2,0,1,3,12
2021-11-13,0,5,0,2,2,12
2021-11-12,4,3,0,2,2,12
2021-11-11,4,0,1,2,2,12
2021-11-10,1,1,1,1,2,12
2021-11-09,1,0,2,2,1,12
2021-11-08,1,1,1,3,1,12
2021-11-07,2,3,2,3,2,14
2021-11-06,0,4,0,2,2,14
2021-11-05,6,3,1,2,2,14
2021-11-04,1,2,1,1,2,14
2021-11-03,5,0,2,1,2,14
2021-11-02,1,0,1,0,2,14
2021-11-01,0,4,2,0,1,14
2021-10-31,0,4,1,1,2,13
2021-10-30,6,1,1,1,2,13
2021-10-29,1,2,0,1,2,14
2021-10-28,2,1,0,1,2,14
2021-10-27,0,1,0,2,4,14
2021-10-26,2,0,0,2,3,14
2021-10-25,0,0,4,2,3,14
2021-10-24,1,1,3,2,4,13
2021-10-23,1,2,2,2,4,13
2021-10-22,4,3,1,2,4,13
2021-10-21,6,2,0,1,4,13
2021-10-20,9,2,1,1,4,13
2021-10-19,1,2,2,0,4,13
2021-10-18,2,0,2,1,4,13
2021-10-17,1,2,1,1,4,14
2021-10-16,1,2,2,1,1,14
2021-10-15,1,1,1,3,1,14
2021-10-14,1,1,5,4,1,14
2021-10-13,0,1,3,3,1,14
2021-10-12,3,2,3,3,2,13
2021-10-11,2,3,1,3,4,12
2021-10-10,2,3,1,3,4,12
2021-10-09,1,2,0,0,3,12
2021-10-08,2,1,3,1,3,11
